Unique,Crew,Data Page,Date,Time,Tag Number,Fork Length (mm),Recap,Weight (lbs),Area,Area Description,Lat (WGS84),Long (WGS84),Comments,Gear,FL
765,MA HP AB,48,6/22/2025,1556,,579,0,,MLSA,,64.91838,-148.80918,Gear= HL,HL,579
766,MA HP AB,48,6/22/2025,1557,,631,0,,MLSA,,64.91838,-148.80918,Gear= HL,HL,631
767,MA HP AB,48,6/22/2025,1608,,561,0,,MLSA,,64.91838,-148.80918,Gear= HL,HL,561
768,MA HP AB,48,6/22/2025,1624,,565,0,,MLSA,,64.91838,-148.80918,Gear= HL,HL,565
769,MA HP AB,48,6/22/2025,1631,,501,0,,MLSA,,64.91838,-148.80918,Gear= HL,HL,501
770,MA HP AB,48,6/22/2025,1643,,506,0,,MLSA,,64.91838,-148.80918,Gear= HL,HL,506
771,MA HP AB,48,6/22/2025,1643,,551,0,,MLSA,,64.91838,-148.80918,Gear= HL,HL,551
772,MA HP AB,48,6/22/2025,1643,,586,0,,MLSA,,64.91838,-148.80918,Gear= HL,HL,586
773,MA HP AB,49,6/22/2025,1720,,508,0,,MLSA,,64.94795,-148.79979,Gear= FN,FN,508
774,MA HP AB,49,6/22/2025,1720,,447,0,,MLSA,,64.94795,-148.79979,Gear= FN,FN,447
775,MA HP AB,49,6/22/2025,1910,,554,0,,MLSA,,64.93539,-148.81474,Gear= J,J,554
776,AB MS,50,6/22/2025,1052,,493,0,,MLSA,,64.91264,-148.84489,Gear= FN,FN,493
777,AB MS,50,6/22/2025,1052,,497,0,,MLSA,,64.91264,-148.84489,Gear= FN,FN,497
778,AB MS,50,6/22/2025,1052,,249,0,,MLSA,,64.91264,-148.84489,Gear= FN,FN,249
779,AB MS,50,6/22/2025,1109,,535,0,,MLSA,,64.88463,-148.85509,Gear= FN,FN,535
780,AB MS,50,6/22/2025,1109,,554,0,,MLSA,,64.88463,-148.85509,Gear= FN,FN,554
781,AB MS,50,6/22/2025,1109,,568,0,,MLSA,,64.88463,-148.85509,Gear= FN,FN,568
782,AB MS,50,6/22/2025,1132,,576,0,,MLSA,20818,64.8979,-148.81801,RECAP;  Gear= FN,FN,576
783,AB MS,50,6/22/2025,1132,,994,0,,MLSA,,64.8979,-148.81801,Gear= FN,FN,994
784,AB MS,50,6/22/2025,1148,,646,0,,MLSA,,64.92899,-148.75211,Gear= FN,FN,646
785,AB MS,50,6/22/2025,1148,,487,0,,MLSA,,64.92899,-148.75211,Gear= FN,FN,487
786,AB MS,50,6/22/2025,1148,,504,0,,MLSA,,64.92899,-148.75211,Gear= FN,FN,504
787,AB MS,50,6/22/2025,1148,,507,0,,MLSA,,64.92899,-148.75211,Gear= FN,FN,507
788,AB MS,50,6/22/2025,1148,,421,0,,MLSA,,64.92899,-148.75211,Gear= FN,FN,421
789,AB MS,50,6/22/2025,1148,,234,0,,MLSA,,64.92899,-148.75211,Gear= FN,FN,234
790,AB MS,50,6/22/2025,1221,,681,0,,MLSA,,64.92894,-148.81546,Gear= FN,FN,681
791,AB MS,50,6/22/2025,1241,,530,0,,MLSA,,64.95647,-148.85509,Gear= FN,FN,530
792,AB MS,50,6/22/2025,1241,,494,0,,MLSA,,64.95647,-148.85509,Gear= FN,FN,494
793,AB MS,50,6/22/2025,1241,,601,0,,MLSA,,64.95647,-148.85509,Gear= FN,FN,601
794,AB MS,50,6/22/2025,1241,,540,0,,MLSA,,64.95647,-148.85509,Gear= FN,FN,540
795,AB MS,51,6/22/2025,1241,,514,0,,MLSA,,64.95647,-148.85509,Gear= FN,FN,514
796,AB MS,51,6/22/2025,1241,,616,0,,MLSA,,64.95647,-148.85509,Gear= FN,FN,616
797,AB MS,51,6/22/2025,1241,,565,0,,MLSA,,64.95647,-148.85509,Gear= FN,FN,565
798,AB MS,51,6/22/2025,1241,,523,0,,MLSA,,64.95647,-148.85509,Gear= FN,FN,523
799,AB MS,51,6/22/2025,1241,,535,0,,MLSA,,64.95647,-148.85509,Gear= FN,FN,535
800,AB MS,51,6/22/2025,1247,,542,0,,MLSA,,64.95256,-148.84671,Gear= FN,FN,542
801,AB MS,51,6/22/2025,1316,,522,0,,MLSA,,64.94804,-148.80003,Gear= FN,FN,522
802,AB MS,51,6/22/2025,1316,,532,0,,MLSA,,64.94804,-148.80003,Gear= FN,FN,532
803,AB MS,51,6/22/2025,1316,,535,0,,MLSA,,64.94804,-148.80003,Gear= FN,FN,535
804,AB MS,51,6/22/2025,1316,,573,0,,MLSA,,64.94804,-148.80003,Gear= FN,FN,573
805,AB MS,51,6/22/2025,1757,,255,0,,MLSA,,64.95256,-148.84671,Gear= FN,FN,255
806,AB MS,51,6/22/2025,1809,,582,0,,MLSA,,64.95647,-148.85509,Gear= FN,FN,582
807,AB MS,51,6/22/2025,1825,,555,0,,MLSA,,64.91264,-148.84489,Gear= FN,FN,555
808,AB MS,51,6/22/2025,1825,,495,0,,MLSA,,64.91264,-148.84489,Gear= FN,FN,495
809,AB MS,51,6/22/2025,1856,,461,0,,MLSA,,64.92899,-148.75211,Gear= FN,FN,461
810,AB MS,51,6/22/2025,1856,,590,0,,MLSA,,64.92899,-148.75211,Gear= FN,FN,590
811,AB MS,51,6/22/2025,1856,,507,0,,MLSA,,64.92899,-148.75211,Gear= FN,FN,507
812,AB MS,51,6/22/2025,1856,,464,0,,MLSA,,64.92899,-148.75211,Gear= FN,FN,464
813,AB MS,51,6/22/2025,1856,,556,0,,MLSA,,64.92899,-148.75211,Gear= FN,FN,556
814,AB MS,51,6/22/2025,1856,,521,0,,MLSA,,64.92899,-148.75211,Gear= FN,FN,521
815,AB MS,52,6/22/2025,1856,,529,0,,MLSA,,64.92899,-148.75211,Gear= FN,FN,529
816,MA JM,53,6/23/2025,1106,,530,0,,MLSA,,64.92844,-148.83325,Gear= HL,HL,530
817,MA JM,53,6/23/2025,1113,,480,0,,MLSA,,64.92844,-148.83325,Gear= HL,HL,480
818,MA JM,53,6/23/2025,1117,,593,0,,MLSA,,64.92844,-148.83325,Gear= HL,HL,593
819,MA JM,53,6/23/2025,1139,,518,0,,MLSA,,64.92858,-148.83257,Gear= GN,GN,518
820,MA JM,53,6/23/2025,1139,,520,0,,MLSA,,64.92858,-148.83257,Gear= GN,GN,520
821,MA JM,53,6/23/2025,1342,,518,0,,MLSA,,64.89818,-148.85216,Gear= HL,HL,518
822,MA JM,53,6/23/2025,1458,,588,0,,MLSA,,64.92892,-148.86176,Gear= HL,HL,588
823,MA JM,53,6/23/2025,1459,,415,0,,MLSA,,64.92892,-148.86176,Gear= HL,HL,415
824,MA JM,53,6/23/2025,1500,,482,0,,MLSA,,64.92892,-148.86176,Gear= HL,HL,482
825,MA JM,53,6/23/2025,1526,,458,0,,MLSA,,64.92775,-148.86058,Gear= HL,HL,458
826,MA JM,53,6/23/2025,1533,,545,0,,MLSA,,64.92775,-148.86058,Gear= HL,HL,545
827,MA JM,53,6/23/2025,1539,,585,0,,MLSA,,64.92775,-148.86058,Gear= HL,HL,585
828,MA JM,53,6/23/2025,1730,,705,0,,MLSA,,64.92816,-148.83294,Gear= J,J,705
829,MA JM,53,6/23/2025,1741,,885,0,,MLSA,,64.92926,-148.83172,Gear= J,J,885
830,MA JM,53,6/23/2025,1822,,235,0,,MLSA,,64.92591,-148.83526,Gear= FN,FN,235
831,MA JM,53,6/23/2025,1844,,532,0,,MLSA,,64.94806,-148.80025,Gear= FN,FN,532
832,MA JM,53,6/23/2025,1844,,240,0,,MLSA,,64.94806,-148.80025,Gear= FN,FN,240
833,HP CW,54,6/23/2025,1030,,686,0,,MLSA,,64.94806,-148.80025,Gear= J,J,686
834,HP CW,54,6/23/2025,1114,,635,0,,MLSA,,64.94806,-148.80025,Gear= HL,HL,635
835,HP CW,54,6/23/2025,1114,,580,0,,MLSA,,64.94806,-148.80025,Gear= HL,HL,580
836,HP CW,54,6/23/2025,1114,,510,0,,MLSA,,64.94806,-148.80025,Gear= HL,HL,510
837,HP CW,54,6/23/2025,1130,,566,0,,MLSA,,64.94806,-148.80025,Gear= HL,HL,566
838,HP CW,54,6/23/2025,1130,,545,0,,MLSA,,64.94806,-148.80025,Gear= HL,HL,545
839,HP CW,54,6/23/2025,1130,,566,0,,MLSA,,64.94806,-148.80025,Gear= HL,HL,566
840,HP CW,54,6/23/2025,1130,,558,0,,MLSA,,64.94806,-148.80025,Gear= HL,HL,558
841,HP CW,54,6/23/2025,1130,,602,0,,MLSA,,64.94806,-148.80025,Gear= HL,HL,602
842,HP CW,54,6/23/2025,1130,,494,0,,MLSA,,64.94806,-148.80025,Gear= HL,HL,494
843,HP CW,54,6/23/2025,1200,,525,0,,MLSA,,64.94806,-148.80025,Gear= HL,HL,525
844,HP CW,54,6/23/2025,1200,,518,0,,MLSA,,64.94806,-148.80025,Gear= HL,HL,518
845,HP CW,54,6/23/2025,1200,,582,0,,MLSA,,64.94806,-148.80025,Gear= HL,HL,582
846,HP CW,54,6/23/2025,1200,,536,0,,MLSA,,64.94806,-148.80025,Gear= HL,HL,536
847,HP CW,54,6/23/2025,1200,,561,0,,MLSA,,64.94806,-148.80025,Gear= HL,HL,561
848,HP CW,54,6/23/2025,1641,,548,0,,MLSA,,64.94806,-148.80025,Gear= HL,HL,548
849,HP CW,54,6/23/2025,1641,,629,0,,MLSA,,64.94806,-148.80025,Gear= HL,HL,629
850,HP CW,54,6/23/2025,1641,,420,0,,MLSA,,64.94806,-148.80025,Gear= HL,HL,420
851,HP CW,54,6/23/2025,1641,,594,0,,MLSA,,64.94806,-148.80025,Gear= HL,HL,594
852,HP CW,54,6/23/2025,1641,,580,0,,MLSA,,64.94806,-148.80025,Gear= HL,HL,580
853,HP CW,55,6/23/2025,1641,,560,0,,MLSA,,64.94806,-148.80025,Gear= HL,HL,560
854,HP CW,55,6/23/2025,1641,,491,0,,MLSA,,64.94806,-148.80025,Gear= HL,HL,491
855,HP CW,55,6/23/2025,1641,,551,0,,MLSA,,64.94806,-148.80025,Gear= HL,HL,551
856,HP CW,55,6/23/2025,1641,,539,0,,MLSA,,64.94806,-148.80025,Gear= HL,HL,539
857,HP CW,55,6/23/2025,1641,,554,0,,MLSA,,64.94806,-148.80025,Gear= HL,HL,554
858,HP CW,55,6/23/2025,1641,,561,0,,MLSA,,64.94806,-148.80025,Gear= HL,HL,561
859,AB RQ,56,6/23/2025,1030,,668,0,,MLSA,,64.91264,-148.84489,Gear= FN,FN,668
860,AB RQ,56,6/23/2025,1055,,575,0,,MLSA,,64.88463,-148.85509,Gear= FN,FN,575
861,AB RQ,56,6/23/2025,1055,,608,0,,MLSA,,64.88463,-148.85509,Gear= FN,FN,608
862,AB RQ,56,6/23/2025,1055,,767,0,,MLSA,,64.88463,-148.85509,Gear= FN,FN,767
863,AB RQ,56,6/23/2025,1055,,518,0,,MLSA,,64.88463,-148.85509,Gear= FN,FN,518
864,AB RQ,56,6/23/2025,1109,,696,0,,MLSA,,64.8979,-148.81801,Gear= FN,FN,696
865,AB RQ,56,6/23/2025,1109,,263,0,,MLSA,,64.8979,-148.81801,Gear= FN,FN,263
866,AB RQ,56,6/23/2025,1131,,493,0,,MLSA,,64.92899,-148.75211,Gear= FN,FN,493
867,AB RQ,56,6/23/2025,1131,,424,0,,MLSA,,64.92899,-148.75211,Gear= FN,FN,424
868,AB RQ,56,6/23/2025,1131,,476,0,,MLSA,,64.92899,-148.75211,Gear= FN,FN,476
869,AB RQ,56,6/23/2025,1131,,550,0,,MLSA,,64.92899,-148.75211,Gear= FN,FN,550
870,AB RQ,56,6/23/2025,1131,,538,0,,MLSA,,64.92899,-148.75211,Gear= FN,FN,538
871,AB RQ,56,6/23/2025,1240,,240,0,,MLSA,,64.92894,-148.81546,Gear= FN,FN,240
872,AB RQ,56,6/23/2025,1240,,233,0,,MLSA,,64.92894,-148.81546,Gear= FN,FN,233
873,AB RQ,56,6/23/2025,1240,,242,0,,MLSA,,64.92894,-148.81546,Gear= FN,FN,242
874,AB RQ,56,6/23/2025,1312,,250,0,,MLSA,,64.95256,-148.84671,Gear= FN,FN,250
875,AB RQ,56,6/23/2025,1335,,476,0,,MLSA,,64.95647,-148.85509,Gear= FN,FN,476
876,AB RQ,56,6/23/2025,1335,,598,0,,MLSA,,64.95647,-148.85509,Gear= FN,FN,598
877,AB RQ,56,6/23/2025,1335,,505,0,,MLSA,,64.95647,-148.85509,Gear= FN,FN,505
878,AB RQ,56,6/23/2025,1335,,546,0,,MLSA,,64.95647,-148.85509,Gear= FN,FN,546
879,AB RQ,57,6/23/2025,1428,,505,0,,MLSA,,64.94804,-148.80003,Gear= FN,FN,505
880,AB RQ,57,6/23/2025,1428,,482,0,,MLSA,,64.94804,-148.80003,Gear= FN,FN,482
881,AB RQ,57,6/23/2025,1428,,643,0,,MLSA,,64.94804,-148.80003,Gear= FN,FN,643
882,AB RQ,57,6/23/2025,1428,,552,0,,MLSA,,64.94804,-148.80003,Gear= FN,FN,552
883,AB RQ,57,6/23/2025,1428,,573,0,,MLSA,,64.94804,-148.80003,Gear= FN,FN,573
884,AB RQ,57,6/23/2025,1500,,618,0,,MLSA,,64.95023,-148.80533,Gear= HL,HL,618
885,AB RQ,57,6/23/2025,1505,,512,0,,MLSA,,64.95023,-148.80533,Gear= HL,HL,512
886,AB RQ,57,6/23/2025,1513,,551,0,,MLSA,,64.95023,-148.80533,Gear= HL,HL,551
887,AB RQ,57,6/23/2025,1530,,570,0,,MLSA,,64.95023,-148.80533,Gear= HL,HL,570
888,AB RQ,57,6/23/2025,1738,,623,0,,MLSA,,64.93903,-148.85463,Gear= HL,HL,623
889,AB RQ,57,6/23/2025,1802,,831,0,,MLSA,,64.93603,-148.82573,Gear= FN,FN,831
890,AB RQ,57,6/23/2025,1802,,617,0,,MLSA,,64.93603,-148.82573,Gear= FN,FN,617
891,AB RQ,57,6/23/2025,1824,,479,0,,MLSA,,64.91264,-148.84489,Gear= FN,FN,479
892,AB RQ,57,6/23/2025,1846,,507,0,,MLSA,,64.88463,-148.85509,Gear= FN,FN,507
893,AB RQ,57,6/23/2025,1846,,546,0,,MLSA,,64.88463,-148.85509,Gear= FN,FN,546
894,AB RQ,57,6/23/2025,1858,,489,0,,MLSA,,64.8979,-148.81801,Gear= FN,FN,489
895,AB RQ,57,6/23/2025,1903,,620,0,,MLSA,,64.89849,-148.81412,Gear= FN,FN,620
896,BC RS,58,6/23/2025,1040,,594,0,,MLSA,,64.95163,-148.87389,Gear= HL,HL,594
897,BC RS,58,6/23/2025,1040,,521,0,,MLSA,,64.95163,-148.87389,Gear= HL,HL,521
898,BC RS,58,6/23/2025,1040,,463,0,,MLSA,,64.95163,-148.87389,Gear= HL,HL,463
899,BC RS,58,6/23/2025,1040,,478,0,,MLSA,,64.95163,-148.87389,Gear= HL,HL,478
900,BC RS,58,6/23/2025,1040,,517,0,,MLSA,,64.95166,-148.87613,Gear= HL,HL,517
901,BC RS,58,6/23/2025,1040,,569,0,,MLSA,,64.96245,-148.88841,Gear= HL,HL,569
902,BC RS,58,6/23/2025,1040,,587,0,,MLSA,,64.96245,-148.88841,Gear= HL,HL,587
903,BC RS,58,6/23/2025,1040,20018,632,1,,MLSA,,64.96245,-148.88841,RECAP;  Gear= HL,HL,632
904,BC RS,58,6/23/2025,1040,,552,0,,MLSA,,64.96275,-148.89011,Gear= HL,HL,552
905,BC RS,58,6/23/2025,1040,,574,0,,MLSA,,64.96275,-148.89011,Gear= HL,HL,574
906,BC RS,58,6/23/2025,1040,,594,0,,MLSA,,64.96335,-148.89211,Gear= HL,HL,594
907,BC RS,58,6/23/2025,1040,,532,0,,MLSA,,64.96335,-148.89211,Gear= HL,HL,532
908,BC RS,58,6/23/2025,1040,,603,0,,MLSA,,64.96335,-148.89211,Gear= HL,HL,603
909,BC RS,58,6/23/2025,1040,,522,0,,MLSA,,64.96372,-148.89186,Gear= HL,HL,522
910,BC RS,58,6/23/2025,1138,,581,0,,MLSA,,64.96372,-148.89186,Gear= HL,HL,581
911,BC RS,59,6/23/2025,1150,,559,0,,MLSA,,64.96501,-148.8898,Gear= HL,HL,559
912,BC RS,59,6/23/2025,1150,,636,0,,MLSA,,64.96597,-148.88989,Gear= HL,HL,636
913,BC RS,59,6/23/2025,1150,,600,0,,MLSA,,64.96597,-148.88989,Gear= HL,HL,600
914,BC RS,59,6/23/2025,1150,,537,0,,MLSA,,64.96676,-148.88962,Gear= HL,HL,537
915,BC RS,59,6/23/2025,1150,,611,0,,MLSA,,64.96676,-148.88962,Gear= HL,HL,611
916,BC RS,59,6/23/2025,1150,,606,0,,MLSA,,64.96676,-148.88962,Gear= HL,HL,606
917,BC RS,59,6/23/2025,1150,,533,0,,MLSA,,64.96676,-148.88962,Gear= HL,HL,533
918,BC RS,59,6/23/2025,1150,,630,0,,MLSA,,64.96676,-148.88962,Gear= HL,HL,630
919,BC RS,59,6/23/2025,1150,,544,0,,MLSA,,64.96543,-148.89435,Gear= HL,HL,544
920,BC RS,59,6/23/2025,1150,,654,0,,MLSA,,64.96481,-148.90428,Gear= HL,HL,654
921,BC RS,59,6/23/2025,1150,,527,0,,MLSA,,64.96481,-148.90428,Gear= HL,HL,527
922,BC RS,59,6/23/2025,1242,,558,0,,MLSA,,64.96439,-148.90399,Gear= HL,HL,558
923,BC RS,59,6/23/2025,1242,,548,0,,MLSA,,64.96439,-148.90399,Gear= HL,HL,548
924,BC RS,59,6/23/2025,1242,,563,0,,MLSA,,64.96439,-148.90399,Gear= HL,HL,563
925,BC RS,59,6/23/2025,1242,,584,0,,MLSA,,64.96439,-148.90399,Gear= HL,HL,584
926,BC RS,59,6/23/2025,1242,,466,0,,MLSA,,64.96554,-148.90469,Gear= HL,HL,466
927,BC RS,59,6/23/2025,1242,,491,0,,MLSA,,64.96554,-148.90469,Gear= HL,HL,491
928,BC RS,59,6/23/2025,1242,20877,617,1,,MLSA,,64.96554,-148.90469,RECAP;  Gear= HL,HL,617
929,BC RS,59,6/23/2025,1242,,560,0,,MLSA,,64.96554,-148.90469,Gear= HL,HL,560
930,BC RS,59,6/23/2025,1300,,580,0,,MLSA,,64.96677,-148.90399,Gear= HL,HL,580
931,BC RS,60,6/23/2025,1300,,609,0,,MLSA,,64.96677,-148.90399,Gear= HL,HL,609
932,BC RS,60,6/23/2025,1300,,582,0,,MLSA,,64.96677,-148.90399,Gear= HL,HL,582
933,BC RS,60,6/23/2025,1300,,513,0,,MLSA,,64.9696,-148.89841,Gear= HL,HL,513
934,BC RS,60,6/23/2025,1300,,575,0,,MLSA,,64.9696,-148.89841,Gear= HL,HL,575
935,BC RS,60,6/23/2025,1300,,580,0,,MLSA,,64.9696,-148.89841,Gear= HL,HL,580
936,BC RS,60,6/23/2025,1340,,541,0,,MLSA,,64.9696,-148.89841,Gear= HL,HL,541
937,BC RS,60,6/23/2025,1340,,630,0,,MLSA,,64.96952,-148.89688,Gear= HL,HL,630
938,BC RS,60,6/23/2025,1340,,590,0,,MLSA,,64.96948,-148.89633,Gear= HL,HL,590
939,BC RS,60,6/23/2025,1340,,515,0,,MLSA,,64.97092,-148.89529,Gear= HL,HL,515
940,BC RS,60,6/23/2025,1340,,586,0,,MLSA,,64.97468,-148.8792,Gear= HL,HL,586
941,BC RS,60,6/23/2025,1340,,634,0,,MLSA,,64.97468,-148.8792,Gear= HL,HL,634
942,BC RS,60,6/23/2025,1340,,562,0,,MLSA,,64.97411,-148.87936,Gear= HL,HL,562
943,BC RS,60,6/23/2025,1340,,560,0,,MLSA,,64.97411,-148.87936,Gear= HL,HL,560
944,BC RS,60,6/23/2025,1340,,572,0,,MLSA,,64.97349,-148.87958,Gear= HL,HL,572
945,BC RS,60,6/23/2025,1445,,531,0,,MLSA,,64.97349,-148.87958,Gear= HL,HL,531
946,BC RS,60,6/23/2025,1445,,677,0,,MLSA,,64.97288,-148.87961,Gear= HL,HL,677
947,BC RS,60,6/23/2025,1445,,580,0,,MLSA,,64.97288,-148.87961,Gear= HL,HL,580
948,BC RS,61,6/23/2025,1445,,590,0,,MLSA,,64.97256,-148.87859,Gear= HL,HL,590
949,BC RS,61,6/23/2025,1445,,612,0,,MLSA,,64.97134,-148.87442,Gear= HL,HL,612
950,BC RS,61,6/23/2025,1445,,546,0,,MLSA,,64.97134,-148.87442,Gear= HL,HL,546
951,BC RS,61,6/23/2025,1445,21581,604,1,,MLSA,,64.97134,-148.87442,RECAP;  Gear= HL,HL,604
952,BC RS,61,6/23/2025,1515,,539,0,,MLSA,,64.9717,-148.8732,Gear= HL,HL,539
953,BC RS,61,6/23/2025,1515,,586,0,,MLSA,,64.9717,-148.8732,Gear= HL,HL,586
954,BC RS,61,6/23/2025,1515,,603,0,,MLSA,,64.97108,-148.87242,Gear= HL,HL,603
955,BC RS,61,6/23/2025,1515,,595,0,,MLSA,,64.97108,-148.87242,Gear= HL,HL,595
956,BC RS,61,6/23/2025,1515,,484,0,,MLSA,,64.96465,-148.87633,Gear= HL,HL,484
957,BC RS,61,6/23/2025,1515,,620,0,,MLSA,,64.96465,-148.87633,Gear= HL,HL,620
958,BC RS,61,6/23/2025,1515,,560,0,,MLSA,,64.96465,-148.87633,Gear= HL,HL,560
959,BC RS,61,6/23/2025,1515,,500,0,,MLSA,,64.96394,-148.87584,Gear= HL,HL,500
960,BC RS,61,6/23/2025,1515,,532,0,,MLSA,,64.96322,-148.87273,Gear= HL,HL,532
961,BC RS,61,6/23/2025,1515,,616,0,,MLSA,,64.96322,-148.87273,Gear= HL,HL,616
962,BC RS,61,6/23/2025,1603,,584,0,,MLSA,,64.96322,-148.87273,Gear= HL,HL,584
963,BC RS,61,6/23/2025,1603,,522,0,,MLSA,,64.96322,-148.87273,Gear= HL,HL,522
964,BC RS,61,6/23/2025,1603,,553,0,,MLSA,,64.96148,-148.8714,Gear= HL,HL,553
965,BC RS,61,6/23/2025,1603,,561,0,,MLSA,,64.96148,-148.8714,Gear= HL,HL,561
966,BC RS,62,6/23/2025,1615,,554,0,,MLSA,,64.96148,-148.8714,Gear= HL,HL,554
967,BC RS,62,6/23/2025,1615,,590,0,,MLSA,,64.96148,-148.8714,Gear= HL,HL,590
968,BC RS,62,6/23/2025,1615,,593,0,,MLSA,,64.96148,-148.8714,Gear= HL,HL,593
969,BC RS,62,6/23/2025,1615,,585,0,,MLSA,,64.96148,-148.8714,Gear= HL,HL,585
970,BC RS,62,6/23/2025,1615,,581,0,,MLSA,,64.96148,-148.8714,Gear= HL,HL,581
971,BC RS,62,6/23/2025,1615,,557,0,,MLSA,,64.96148,-148.8714,Gear= HL,HL,557
972,BC RS,62,6/23/2025,1615,,590,0,,MLSA,,64.96084,-148.87109,Gear= HL,HL,590
973,BC RS,62,6/23/2025,1615,,600,0,,MLSA,,64.96124,-148.87183,Gear= HL,HL,600
974,BC RS,62,6/23/2025,1615,,550,0,,MLSA,,64.96124,-148.87183,Gear= HL,HL,550
975,BC RS,62,6/23/2025,1635,,538,0,,MLSA,,64.96124,-148.87183,Gear= HL,HL,538
976,BC RS,62,6/23/2025,1635,,586,0,,MLSA,,64.96124,-148.87183,Gear= HL,HL,586
977,BC RS,62,6/23/2025,1635,,612,0,,MLSA,,64.96124,-148.87183,Gear= HL,HL,612
978,BC RS,62,6/23/2025,1635,,269,0,,MLSA,,64.96124,-148.87183,Gear= HL,HL,269
979,BC RS,62,6/23/2025,1635,,500,0,,MLSA,,64.96033,-148.87094,Gear= HL,HL,500
980,BC RS,62,6/23/2025,1635,,510,0,,MLSA,,64.96033,-148.87094,Gear= HL,HL,510
981,BC RS,62,6/23/2025,1635,,456,0,,MLSA,,64.96033,-148.87094,Gear= HL,HL,456
982,BC RS,62,6/23/2025,1635,,632,0,,MLSA,,64.95989,-148.86876,Gear= HL,HL,632
983,BC RS,62,6/23/2025,1635,,482,0,,MLSA,,64.95313,-148.87489,Gear= HL,HL,482
984,BC RS,62,6/23/2025,1710,,632,0,,MLSA,,64.95313,-148.87489,Gear= HL,HL,632
985,BC RS,62,6/23/2025,1712,,575,0,,MLSA,,64.95313,-148.87489,Gear= HL,HL,575
986,BC RS,63,6/23/2025,1712,,544,0,,MLSA,,64.9522,-148.87625,Gear= HL,HL,544
987,BC RS,63,6/23/2025,1712,,590,0,,MLSA,,64.9522,-148.87625,Gear= HL,HL,590
988,BC RS,63,6/23/2025,1712,,594,0,,MLSA,,64.9522,-148.87625,Gear= HL,HL,594
989,BC RS,63,6/23/2025,1712,,483,0,,MLSA,,64.9522,-148.87625,Gear= HL,HL,483
990,BC RS,63,6/23/2025,1712,,599,0,,MLSA,,64.9522,-148.87625,Gear= HL,HL,599
991,BC RS,63,6/23/2025,1735,,584,0,,MLSA,,64.95124,-148.87523,Gear= HL,HL,584
992,BC RS,63,6/23/2025,1735,,555,0,,MLSA,,64.95124,-148.87523,Gear= HL,HL,555
993,BC RS,63,6/23/2025,1735,,636,0,,MLSA,,64.95124,-148.87523,Gear= HL,HL,636
994,BC RS,63,6/23/2025,1735,,585,0,,MLSA,,64.95139,-148.87311,Gear= HL,HL,585
995,BC RS,63,6/23/2025,1820,,525,0,,MLSA,,64.93569,-148.82864,Gear= HL,HL,525
996,BC RS,63,6/23/2025,1820,,550,0,,MLSA,,64.93569,-148.82864,Gear= HL,HL,550
997,BC RS,64,6/24/2025,1025,,630,0,,MLSA,,64.95139,-148.82669,Gear= HL,HL,630
998,BC RS,64,6/24/2025,1042,,655,0,,MLSA,,64.95229,-148.82611,Gear= HL,HL,655
999,BC RS,64,6/24/2025,1042,,585,0,,MLSA,,64.9525,-148.82835,Gear= HL,HL,585
1000,BC RS,64,6/24/2025,1042,,501,0,,MLSA,,64.9525,-148.82835,Gear= HL,HL,501
1001,BC RS,64,6/24/2025,1042,,488,0,,MLSA,,64.9525,-148.82835,Gear= HL,HL,488
1002,BC RS,64,6/24/2025,1042,,522,0,,MLSA,,64.95548,-148.82338,Gear= HL,HL,522
1003,BC RS,64,6/24/2025,1042,,495,0,,MLSA,,64.95548,-148.82338,Gear= HL,HL,495
1004,BC RS,64,6/24/2025,1042,,472,0,,MLSA,,64.95635,-148.82101,Gear= HL,HL,472
1005,BC RS,64,6/24/2025,1042,,576,0,,MLSA,,64.95635,-148.82101,Gear= HL,HL,576
1006,BC RS,64,6/24/2025,1128,,541,0,,MLSA,,64.95631,-148.81947,Gear= HL,HL,541
1007,BC RS,64,6/24/2025,1128,,552,0,,MLSA,,64.95631,-148.81947,Gear= HL,HL,552
1008,BC RS,64,6/24/2025,1128,,541,0,,MLSA,,64.95608,-148.81703,Gear= HL,HL,541
1009,BC RS,64,6/24/2025,1128,,577,0,,MLSA,,64.95608,-148.81703,Gear= HL,HL,577
1010,BC RS,64,6/24/2025,1128,,493,0,,MLSA,,64.95608,-148.81703,Gear= HL,HL,493
1011,BC RS,64,6/24/2025,1128,,587,0,,MLSA,,64.95655,-148.81622,Gear= HL,HL,587
1012,BC RS,64,6/24/2025,1128,,574,0,,MLSA,,64.95655,-148.81622,Gear= HL,HL,574
1013,BC RS,64,6/24/2025,1128,,617,0,,MLSA,,64.97395,-148.87997,Gear= HL,HL,617
1014,BC RS,64,6/24/2025,1302,,560,0,,MLSA,,64.97364,-148.8799,Gear= HL,HL,560
1015,BC RS,64,6/24/2025,1302,,594,0,,MLSA,,64.97364,-148.8799,Gear= HL,HL,594
1016,BC RS,65,6/24/2025,1302,,652,0,,MLSA,,64.97276,-148.87924,Gear= HL,HL,652
1017,BC RS,65,6/24/2025,1302,,605,0,,MLSA,,64.97276,-148.87924,Gear= HL,HL,605
1018,BC RS,65,6/24/2025,1302,,565,0,,MLSA,,64.97217,-148.87732,Gear= HL,HL,565
1019,BC RS,65,6/24/2025,1302,,615,0,,MLSA,,64.97217,-148.87732,Gear= HL,HL,615
